Unnamed: 0,국가명,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연도,기후대,차량 구분 분류,총수출량,차종,GDP,대표 차량 구분,차량 구분,차종 구분,차량 브랜드
3584.0,India,1118.0,1413.0,907.0,969.0,1004.0,1161.0,1318.0,1525.0,1438.0,1508.0,1440.0,1213.0,2023,열대,일반 차량,15014.0,K3,3.73,승용차,세단,세단,
3585.0,India,1475.0,961.0,1222.0,924.0,1051.0,1464.0,1205.0,1202.0,1787.0,1493.0,1184.0,1007.0,2023,열대,일반 차량,14975.0,K3 (CKD),3.73,승용차,세단(CKD),세단(CKD),
3586.0,India,1354.0,1360.0,1016.0,883.0,956.0,1445.0,1205.0,1631.0,1257.0,1018.0,1049.0,1042.0,2023,열대,일반 차량,14216.0,K4,3.73,승용차,세단,세단,
3587.0,India,1510.0,1018.0,1568.0,903.0,1467.0,1346.0,1172.0,1362.0,1068.0,1366.0,988.0,1420.0,2023,열대,일반 차량,15188.0,K5 / Optima,3.73,승용차,세단,세단,
3588.0,India,860.0,1121.0,1051.0,1443.0,1236.0,1300.0,1083.0,1359.0,1159.0,1519.0,1406.0,966.0,2023,열대,일반 차량,14503.0,"K7, K8 / Cadenza",3.73,승용차,세단,세단,
3589.0,India,1303.0,918.0,1005.0,1174.0,1421.0,1178.0,1239.0,1636.0,1185.0,1252.0,969.0,1259.0,2023,열대,일반 차량,14539.0,"K7,8 / Cadenza",3.73,총합,세단,세단,
3590.0,India,1171.0,1402.0,858.0,844.0,1053.0,1726.0,1293.0,1793.0,1474.0,1027.0,959.0,1178.0,2023,열대,일반 차량,14778.0,K9,3.73,승용차,세단,세단,
3591.0,India,912.0,1391.0,917.0,960.0,969.0,1357.0,1684.0,1442.0,1442.0,1437.0,897.0,1243.0,2023,열대,일반 차량,14651.0,KX1,3.73,승용차,SUV,SUV,
3592.0,India,1460.0,1010.0,915.0,956.0,1408.0,1380.0,1715.0,1734.0,1824.0,1088.0,1044.0,1239.0,2023,열대,일반 차량,15773.0,KX3,3.73,승용차,SUV,SUV,
3593.0,India,1170.0,1521.0,896.0,1048.0,880.0,1769.0,987.0,1419.0,1035.0,964.0,1452.0,1152.0,2023,열대,일반 차량,14293.0,KX3 / Seltos,3.73,총합,SUV,SUV,
3594.0,India,1218.0,1191.0,1156.0,1031.0,1119.0,1024.0,1389.0,1788.0,1643.0,1005.0,1461.0,1446.0,2023,열대,일반 차량,15471.0,KX5 / Sportage,3.73,승용차,SUV,SUV,
3595.0,India,1156.0,1260.0,1401.0,1552.0,1401.0,1524.0,1747.0,1307.0,1560.0,1453.0,883.0,1551.0,2023,열대,일반 차량,16795.0,KX7,3.73,승용차,SUV,SUV,
3596.0,India,1431.0,1263.0,1136.0,1489.0,1287.0,1760.0,1655.0,1534.0,1094.0,1307.0,1297.0,1024.0,2023,열대,일반 차량,16277.0,Millitary,3.73,특수 차량,특수차,특수차,
3597.0,India,1239.0,1504.0,1252.0,1248.0,1246.0,1634.0,1651.0,999.0,1812.0,1160.0,1227.0,950.0,2023,열대,일반 차량,15922.0,Millitary (CKD),3.73,특수 차량,특수차(CKD),특수차(CKD),
3598.0,India,1494.0,966.0,937.0,1033.0,1043.0,1569.0,1529.0,1684.0,1340.0,1051.0,1098.0,1322.0,2023,열대,일반 차량,15066.0,Mohave / Borrego,3.73,승용차,SUV,SUV,
3599.0,India,1356.0,873.0,1298.0,1130.0,946.0,1001.0,1364.0,1654.0,1678.0,1147.0,1408.0,1400.0,2023,열대,일반 차량,15255.0,Morning / Picanto,3.73,승용차,소형차,소형차,
3600.0,India,1166.0,1079.0,1168.0,1360.0,1258.0,1696.0,1315.0,1086.0,1184.0,1114.0,1507.0,1343.0,2023,열대,일반 차량,15276.0,New Carens,3.73,총합,미니밴,미니밴,
3601.0,India,1489.0,994.0,1090.0,1364.0,1094.0,1347.0,1606.0,1467.0,1212.0,1424.0,1379.0,1288.0,2023,열대,일반 차량,15754.0,Niro,3.73,승용차,SUV,SUV,
3602.0,India,1416.0,1512.0,924.0,1259.0,1476.0,1214.0,1300.0,1374.0,1666.0,1483.0,1508.0,1086.0,2023,열대,일반 차량,16218.0,Niro EV,3.73,승용차,전기차,전기차,
3603.0,India,1110.0,944.0,1006.0,922.0,1433.0,1162.0,1398.0,1746.0,1736.0,1524.0,1071.0,1303.0,2023,열대,일반 차량,15355.0,Niro Plus,3.73,승용차,SUV,SUV,
3604.0,India,1252.0,1166.0,1126.0,1506.0,1450.0,1536.0,1407.0,1801.0,1751.0,1382.0,1026.0,1192.0,2023,열대,일반 차량,16595.0,Niro Plus EV,3.73,승용차,전기차,전기차,
3605.0,India,1301.0,1524.0,1023.0,1572.0,1232.0,1167.0,1338.0,964.0,1146.0,1203.0,1088.0,1339.0,2023,열대,일반 차량,14897.0,Optima / K5,3.73,승용차,세단,세단,
3606.0,India,1513.0,1474.0,963.0,1298.0,1393.0,1415.0,1125.0,1058.0,1348.0,1167.0,1084.0,1430.0,2023,열대,일반 차량,15268.0,PV5,3.73,상업용 차량,미니밴,미니밴,
3607.0,India,1055.0,1016.0,884.0,1287.0,1082.0,1202.0,1513.0,1020.0,1421.0,1155.0,1423.0,1071.0,2023,열대,일반 차량,14129.0,Pegas,3.73,총합,세단,세단,
3608.0,India,1339.0,940.0,1515.0,1025.0,934.0,1042.0,1782.0,1726.0,1360.0,1457.0,1179.0,967.0,2023,열대,일반 차량,15266.0,Pride / Rio,3.73,승용차,소형차,소형차,
3609.0,India,1009.0,1065.0,862.0,923.0,1065.0,1171.0,1599.0,1632.0,1483.0,1477.0,1499.0,1088.0,2023,열대,일반 차량,14873.0,Pride / Rio (FB),3.73,승용차,소형차,소형차,
3610.0,India,1349.0,1047.0,1493.0,1257.0,986.0,1111.0,1114.0,1191.0,1559.0,1238.0,1117.0,1217.0,2023,열대,일반 차량,14679.0,Pride / Rio (SC),3.73,승용차,소형차,소형차,
3611.0,India,1478.0,983.0,1347.0,1173.0,1002.0,1469.0,1341.0,1653.0,1092.0,1413.0,1238.0,1006.0,2023,열대,일반 차량,15195.0,Ray,3.73,승용차,소형차,소형차,
3612.0,India,1450.0,1348.0,1012.0,1006.0,979.0,1189.0,1087.0,1128.0,1218.0,1139.0,1181.0,975.0,2023,열대,일반 차량,13712.0,Ray EV,3.73,승용차,전기차,전기차,
3613.0,India,1104.0,969.0,969.0,1462.0,1034.0,1562.0,1496.0,1158.0,1244.0,1496.0,1027.0,1337.0,2023,열대,일반 차량,14858.0,Seltos,3.73,승용차,SUV,SUV,
3614.0,India,1005.0,896.0,1203.0,1281.0,1335.0,1849.0,1642.0,1295.0,1637.0,1130.0,907.0,1106.0,2023,열대,일반 차량,15286.0,Seltos (CKD),3.73,승용차,SUV(CKD),SUV(CKD),
3615.0,India,1204.0,1124.0,1073.0,1295.0,1090.0,1470.0,1551.0,1354.0,1484.0,1205.0,923.0,1252.0,2023,열대,일반 차량,15025.0,Sonet,3.73,승용차,SUV,SUV,
3616.0,India,1563.0,1164.0,1359.0,1042.0,1232.0,1214.0,1399.0,1521.0,1504.0,908.0,1461.0,1520.0,2023,열대,일반 차량,15887.0,Sorento,3.73,승용차,SUV,SUV,
3617.0,India,1002.0,1033.0,1327.0,1176.0,1275.0,1138.0,1100.0,1361.0,1370.0,1435.0,1400.0,1461.0,2023,열대,일반 차량,15078.0,Sorento (CKD),3.73,승용차,SUV(CKD),SUV(CKD),
3618.0,India,1356.0,1454.0,1126.0,868.0,1079.0,1474.0,1750.0,1574.0,1665.0,1078.0,938.0,1120.0,2023,열대,일반 차량,15482.0,Soul,3.73,승용차,SUV,SUV,
3619.0,India,1506.0,911.0,897.0,1072.0,867.0,1832.0,1230.0,1500.0,1257.0,1159.0,1292.0,1570.0,2023,열대,일반 차량,15093.0,Soul (CKD),3.73,승용차,SUV(CKD),SUV(CKD),
3620.0,India,1507.0,866.0,1460.0,928.0,1220.0,1495.0,1303.0,1168.0,1494.0,1247.0,1399.0,916.0,2023,열대,일반 차량,15003.0,Soul EV,3.73,승용차,전기차,전기차,
3621.0,India,873.0,1525.0,1574.0,1242.0,971.0,1205.0,1716.0,1463.0,1476.0,1415.0,1022.0,954.0,2023,열대,일반 차량,15436.0,Sportage,3.73,승용차,SUV,SUV,
3622.0,India,1210.0,942.0,1137.0,965.0,862.0,1278.0,1471.0,1182.0,1469.0,884.0,930.0,1239.0,2023,열대,일반 차량,13569.0,Sportage(KX5),3.73,총합,SUV,SUV,
3623.0,India,1502.0,1505.0,1286.0,1001.0,1451.0,1748.0,1214.0,1040.0,1686.0,1330.0,1215.0,1514.0,2023,열대,일반 차량,16492.0,Stinger,3.73,승용차,세단,세단,
3624.0,India,1388.0,1017.0,1424.0,1287.0,895.0,982.0,1281.0,1094.0,1345.0,1275.0,1537.0,1262.0,2023,열대,일반 차량,14787.0,Stonic,3.73,승용차,SUV,SUV,
3625.0,India,1054.0,984.0,970.0,932.0,862.0,1321.0,1714.0,1257.0,1054.0,1308.0,1159.0,895.0,2023,열대,일반 차량,13510.0,Syros,3.73,휴양용 차량,SUV,SUV,
3626.0,India,1189.0,1078.0,940.0,1052.0,1463.0,1308.0,1168.0,1364.0,1268.0,1471.0,1521.0,1301.0,2023,열대,일반 차량,15123.0,Tasman,3.73,휴양용 차량,SUV,SUV,
3627.0,India,1465.0,1335.0,1217.0,1108.0,1178.0,1396.0,1376.0,1212.0,1556.0,942.0,1196.0,949.0,2023,열대,일반 차량,14930.0,Tasman (CKD),3.73,휴양용 차량,SUV(CKD),SUV(CKD),
3628.0,India,1358.0,1452.0,1031.0,961.0,1480.0,1209.0,1507.0,1163.0,1528.0,1541.0,1414.0,1136.0,2023,열대,일반 차량,15780.0,Telluride,3.73,승용차,SUV,SUV,
3629.0,India,1435.0,869.0,956.0,1033.0,1431.0,1408.0,1832.0,1662.0,1126.0,1011.0,1190.0,938.0,2023,열대,일반 차량,14891.0,Zhipao,3.73,총합,SUV,SUV,
3960.0,US,2193.0,1857.0,1646.0,2420.0,2450.0,2099.0,2205.0,2345.0,1714.0,1650.0,1971.0,1520.0,2024,온대,특수 차량,24070.0,Bongo,29.17,상업용 차량,상업용차,상업용차,
3961.0,US,1876.0,1811.0,2264.0,1837.0,2118.0,1751.0,2375.0,1757.0,2172.0,1551.0,1704.0,2127.0,2024,온대,특수 차량,23343.0,Bongo (CKD),29.17,상업용 차량,상업용차(CKD),상업용차(CKD),
3962.0,US,1733.0,2205.0,1812.0,1513.0,2360.0,2422.0,2074.0,2107.0,1980.0,2053.0,2168.0,2180.0,2024,온대,특수 차량,24607.0,Bongo / Frontier,29.17,상업용 차량,상업용차,상업용차,
3963.0,US,1636.0,1716.0,1704.0,1942.0,1888.0,2343.0,2473.0,2062.0,1927.0,1933.0,2138.0,1744.0,2024,온대,특수 차량,23506.0,Bongo EV,29.17,상업용 차량,전기차,전기차,
3964.0,US,1592.0,1568.0,1706.0,2021.0,1512.0,2458.0,1923.0,2547.0,2225.0,2076.0,2187.0,1825.0,2024,온대,특수 차량,23640.0,Bus,29.17,상업용 차량,상업용차,상업용차,
3965.0,US,2369.0,2392.0,2177.0,2401.0,2011.0,2454.0,2118.0,1602.0,1815.0,1654.0,1670.0,1847.0,2024,온대,특수 차량,24510.0,Bus (CKD),29.17,상업용 차량,상업용차(CKD),상업용차(CKD),
3966.0,US,2139.0,2106.0,2065.0,1555.0,2107.0,2601.0,1902.0,1911.0,2210.0,1688.0,2275.0,2142.0,2024,온대,특수 차량,24701.0,Carens MPV,29.17,승용차,미니밴,미니밴,
3967.0,US,2143.0,2422.0,1644.0,1569.0,2017.0,2378.0,2168.0,1981.0,1802.0,1694.0,2330.0,1561.0,2024,온대,특수 차량,23709.0,Carens MPV EV,29.17,CKD(특수 차량),미니밴(전기차),미니밴(전기차),
3968.0,US,1944.0,2207.0,1570.0,1763.0,1610.0,1644.0,2023.0,2633.0,2113.0,1805.0,2321.0,1685.0,2024,온대,특수 차량,23318.0,Carnival,29.17,승용차,미니밴,미니밴,
3969.0,US,2408.0,2080.0,1845.0,1581.0,1980.0,2128.0,1782.0,2512.0,2649.0,1954.0,1983.0,1916.0,2024,온대,특수 차량,24818.0,Carnival (CKD),29.17,승용차,미니밴(CKD),미니밴(CKD),
3970.0,US,2122.0,1767.0,2109.0,1666.0,1687.0,2568.0,1774.0,2295.0,1873.0,1502.0,2259.0,2345.0,2024,온대,특수 차량,23967.0,Carnival / Sedona,29.17,승용차,미니밴,미니밴,
3971.0,US,1673.0,1946.0,1948.0,1719.0,1557.0,2512.0,2470.0,2127.0,2211.0,2468.0,1631.0,1746.0,2024,온대,특수 차량,24008.0,Cee'd,29.17,CKD(특수 차량),세단,세단,
3972.0,US,1706.0,1663.0,1979.0,2201.0,1665.0,2128.0,1965.0,1976.0,2180.0,1554.0,1835.0,1595.0,2024,온대,특수 차량,22447.0,Cee'd CUV,29.17,CKD(특수 차량),SUV,SUV,
3973.0,US,1599.0,2280.0,1774.0,1651.0,1821.0,2494.0,2167.0,2086.0,2353.0,1629.0,1680.0,1546.0,2024,온대,특수 차량,23080.0,EV2,29.17,휴양용 차량,전기차,전기차,
3974.0,US,1759.0,1820.0,1874.0,1587.0,2201.0,2202.0,2166.0,2437.0,2137.0,2176.0,1952.0,2295.0,2024,온대,특수 차량,24606.0,EV3,29.17,휴양용 차량,전기차,전기차,
3975.0,US,1919.0,1972.0,1836.0,1839.0,1651.0,2200.0,2584.0,2005.0,2407.0,1880.0,1534.0,2489.0,2024,온대,특수 차량,24316.0,EV4,29.17,휴양용 차량,전기차,전기차,
3976.0,US,2079.0,1575.0,2136.0,2487.0,1861.0,2449.0,2121.0,2497.0,1961.0,2225.0,1962.0,2445.0,2024,온대,특수 차량,25798.0,EV5,29.17,휴양용 차량,전기차,전기차,
3977.0,US,1838.0,1704.0,1771.0,2069.0,1656.0,2563.0,1656.0,2516.0,2217.0,2425.0,2021.0,1581.0,2024,온대,특수 차량,24017.0,EV6,29.17,휴양용 차량,전기차,전기차,
3978.0,US,2434.0,2423.0,1577.0,1548.0,2265.0,2637.0,2239.0,2257.0,1727.0,2311.0,1944.0,2225.0,2024,온대,특수 차량,25587.0,EV9,29.17,휴양용 차량,전기차,전기차,
3979.0,US,1685.0,2021.0,2141.0,2382.0,2161.0,1885.0,2097.0,2056.0,2334.0,2202.0,2147.0,2414.0,2024,온대,특수 차량,25525.0,Forte,29.17,승용차,세단,세단,
3980.0,US,2240.0,1668.0,1982.0,1860.0,1930.0,2495.0,2461.0,1997.0,2314.0,1814.0,2095.0,2071.0,2024,온대,특수 차량,24927.0,K3,29.17,승용차,세단,세단,
3981.0,US,2428.0,2326.0,2434.0,2386.0,2164.0,2557.0,2283.0,2385.0,1772.0,2159.0,2061.0,1781.0,2024,온대,특수 차량,26736.0,K3 (CKD),29.17,승용차,세단(CKD),세단(CKD),
3982.0,US,1658.0,1717.0,2318.0,2387.0,1913.0,2667.0,2463.0,1859.0,1790.0,1595.0,2417.0,1634.0,2024,온대,특수 차량,24418.0,K4,29.17,승용차,세단,세단,
3983.0,US,2358.0,2132.0,1651.0,1680.0,1763.0,2525.0,2048.0,1782.0,2645.0,2038.0,1618.0,1998.0,2024,온대,특수 차량,24238.0,K5 / Optima,29.17,승용차,세단,세단,
3984.0,US,1778.0,1548.0,2246.0,1555.0,1947.0,2551.0,2527.0,2149.0,2549.0,1968.0,2299.0,1584.0,2024,온대,특수 차량,24701.0,"K7, K8 / Cadenza",29.17,승용차,세단,세단,
3985.0,US,2231.0,1649.0,1886.0,1941.0,2368.0,1738.0,1905.0,2245.0,2029.0,1845.0,1741.0,2381.0,2024,온대,특수 차량,23959.0,"K7,8 / Cadenza",29.17,총합,세단,세단,
3986.0,US,1645.0,1670.0,1957.0,1976.0,1676.0,2347.0,2362.0,2254.0,2550.0,2464.0,1614.0,1675.0,2024,온대,특수 차량,24190.0,K9,29.17,승용차,세단,세단,
3987.0,US,2257.0,1883.0,2383.0,1739.0,1620.0,2450.0,2127.0,2223.0,2635.0,1775.0,2401.0,1547.0,2024,온대,특수 차량,25040.0,KX1,29.17,승용차,SUV,SUV,
3988.0,US,1987.0,1526.0,2296.0,1842.0,2183.0,2106.0,1738.0,1998.0,1978.0,2157.0,1751.0,1875.0,2024,온대,특수 차량,23437.0,KX3,29.17,승용차,SUV,SUV,
3989.0,US,2103.0,2053.0,2262.0,2015.0,2470.0,2571.0,2565.0,1747.0,2101.0,2056.0,1757.0,1900.0,2024,온대,특수 차량,25600.0,KX3 / Seltos,29.17,총합,SUV,SUV,
3990.0,US,2031.0,2209.0,2406.0,2475.0,1708.0,2524.0,1954.0,1960.0,1824.0,2458.0,2229.0,2331.0,2024,온대,특수 차량,26109.0,KX5 / Sportage,29.17,승용차,SUV,SUV,
3991.0,US,1806.0,1570.0,2177.0,2246.0,2395.0,2312.0,2161.0,2233.0,1994.0,2402.0,2087.0,1717.0,2024,온대,특수 차량,25100.0,KX7,29.17,승용차,SUV,SUV,
3992.0,US,1817.0,2248.0,1986.0,2103.0,2239.0,1933.0,2249.0,2212.0,2629.0,1704.0,2370.0,1734.0,2024,온대,특수 차량,25224.0,Millitary,29.17,특수 차량,특수차,특수차,
3993.0,US,2010.0,1611.0,1933.0,2165.0,1869.0,2197.0,1786.0,2497.0,1725.0,2380.0,2475.0,1504.0,2024,온대,특수 차량,24152.0,Millitary (CKD),29.17,특수 차량,특수차(CKD),특수차(CKD),
3994.0,US,1644.0,1806.0,1908.0,1558.0,1858.0,2403.0,2687.0,1797.0,2466.0,2306.0,1577.0,2338.0,2024,온대,특수 차량,24348.0,Mohave / Borrego,29.17,승용차,SUV,SUV,
3995.0,US,1747.0,2082.0,2007.0,1620.0,2044.0,1760.0,2554.0,1932.0,2218.0,2177.0,2384.0,2338.0,2024,온대,특수 차량,24863.0,Morning / Picanto,29.17,승용차,소형차,소형차,
3996.0,US,1829.0,2371.0,1715.0,2416.0,1835.0,1917.0,2275.0,1962.0,2700.0,2452.0,1856.0,1866.0,2024,온대,특수 차량,25194.0,New Carens,29.17,총합,미니밴,미니밴,
3997.0,US,2418.0,2435.0,2374.0,2232.0,1763.0,2138.0,2192.0,2215.0,1834.0,1748.0,2106.0,2314.0,2024,온대,특수 차량,25769.0,Niro,29.17,승용차,SUV,SUV,
3998.0,US,2057.0,2203.0,1636.0,2422.0,2082.0,1875.0,2395.0,2313.0,2397.0,1562.0,2397.0,1805.0,2024,온대,특수 차량,25144.0,Niro EV,29.17,승용차,전기차,전기차,
3999.0,US,1907.0,1547.0,1560.0,2306.0,2188.0,2347.0,2321.0,2264.0,2455.0,1874.0,1791.0,2314.0,2024,온대,특수 차량,24874.0,Niro Plus,29.17,승용차,SUV,SUV,
4000.0,US,1797.0,1712.0,1597.0,1841.0,2406.0,2470.0,2641.0,1741.0,1819.0,1943.0,1696.0,2015.0,2024,온대,특수 차량,23678.0,Niro Plus EV,29.17,승용차,전기차,전기차,
4001.0,US,1780.0,1829.0,1652.0,1562.0,2497.0,2553.0,2052.0,2217.0,1847.0,2409.0,2144.0,1581.0,2024,온대,특수 차량,24123.0,Optima / K5,29.17,승용차,세단,세단,
4002.0,US,2247.0,2435.0,1766.0,1831.0,1891.0,2449.0,2036.0,2310.0,2208.0,1505.0,2152.0,1722.0,2024,온대,특수 차량,24552.0,PV5,29.17,상업용 차량,미니밴,미니밴,
4003.0,US,1605.0,1766.0,1715.0,1594.0,1715.0,1973.0,2022.0,2512.0,1793.0,2267.0,1786.0,1581.0,2024,온대,특수 차량,22329.0,Pegas,29.17,총합,세단,세단,
4004.0,US,2489.0,2194.0,2002.0,2086.0,1926.0,2314.0,2456.0,1945.0,2514.0,2477.0,2070.0,1658.0,2024,온대,특수 차량,26131.0,Pride / Rio,29.17,승용차,소형차,소형차,
4005.0,US,2171.0,1955.0,2207.0,1525.0,1842.0,2501.0,1723.0,2106.0,1737.0,2352.0,2035.0,1538.0,2024,온대,특수 차량,23692.0,Pride / Rio (FB),29.17,승용차,소형차,소형차,
4006.0,US,1742.0,1500.0,1689.0,1649.0,2217.0,2709.0,2158.0,2060.0,1795.0,1875.0,2181.0,2365.0,2024,온대,특수 차량,23940.0,Pride / Rio (SC),29.17,승용차,소형차,소형차,
4007.0,US,1525.0,1979.0,2146.0,2384.0,1759.0,2263.0,1863.0,2209.0,2549.0,1783.0,1864.0,2409.0,2024,온대,특수 차량,24733.0,Ray,29.17,승용차,소형차,소형차,
4008.0,US,1866.0,2190.0,2327.0,2424.0,2051.0,2238.0,2188.0,2477.0,2201.0,1777.0,2306.0,2293.0,2024,온대,특수 차량,26338.0,Ray EV,29.17,승용차,전기차,전기차,
4009.0,US,1958.0,2419.0,1527.0,1581.0,2136.0,2684.0,1742.0,1872.0,2342.0,1687.0,2048.0,1876.0,2024,온대,특수 차량,23872.0,Seltos,29.17,승용차,SUV,SUV,
4010.0,US,1606.0,1683.0,1955.0,1586.0,2467.0,2083.0,2588.0,2416.0,2379.0,1578.0,2314.0,2034.0,2024,온대,특수 차량,24689.0,Seltos (CKD),29.17,승용차,SUV(CKD),SUV(CKD),
4011.0,US,1660.0,1829.0,2218.0,2464.0,2471.0,1990.0,1789.0,1874.0,2547.0,2270.0,2052.0,1687.0,2024,온대,특수 차량,24851.0,Sonet,29.17,승용차,SUV,SUV,
4012.0,US,2257.0,2077.0,1868.0,2131.0,2209.0,2061.0,2262.0,2451.0,2727.0,2441.0,1905.0,1874.0,2024,온대,특수 차량,26263.0,Sorento,29.17,승용차,SUV,SUV,
4013.0,US,1805.0,2059.0,1936.0,1655.0,1892.0,2200.0,2325.0,2600.0,2318.0,1710.0,1794.0,1504.0,2024,온대,특수 차량,23798.0,Sorento (CKD),29.17,승용차,SUV(CKD),SUV(CKD),
4014.0,US,2315.0,2341.0,1631.0,2211.0,2037.0,2459.0,2479.0,2104.0,1860.0,2118.0,1654.0,2017.0,2024,온대,특수 차량,25226.0,Soul,29.17,승용차,SUV,SUV,
4015.0,US,1962.0,2222.0,2322.0,1734.0,1978.0,2308.0,2503.0,2355.0,2141.0,1866.0,2195.0,2313.0,2024,온대,특수 차량,25899.0,Soul (CKD),29.17,승용차,SUV(CKD),SUV(CKD),
4016.0,US,1525.0,1955.0,1883.0,1540.0,1999.0,2036.0,2242.0,2136.0,2561.0,2488.0,2276.0,1979.0,2024,온대,특수 차량,24620.0,Soul EV,29.17,승용차,전기차,전기차,
4017.0,US,1625.0,1733.0,2146.0,2485.0,1734.0,2002.0,1943.0,1849.0,2213.0,2398.0,2085.0,1819.0,2024,온대,특수 차량,24032.0,Sportage,29.17,승용차,SUV,SUV,
4018.0,US,1754.0,1810.0,1655.0,2035.0,1904.0,2529.0,2376.0,2377.0,1886.0,2124.0,2061.0,1675.0,2024,온대,특수 차량,24186.0,Sportage(KX5),29.17,총합,SUV,SUV,
4019.0,US,2001.0,2431.0,1993.0,2249.0,2268.0,2211.0,2285.0,1871.0,2402.0,2176.0,2201.0,1922.0,2024,온대,특수 차량,26010.0,Stinger,29.17,승용차,세단,세단,
4020.0,US,1852.0,2137.0,1510.0,1857.0,2450.0,2509.0,2527.0,2038.0,2501.0,1828.0,1623.0,2059.0,2024,온대,특수 차량,24891.0,Stonic,29.17,승용차,SUV,SUV,
4021.0,US,2208.0,1784.0,2242.0,2160.0,2312.0,2475.0,2522.0,2620.0,2554.0,2252.0,2209.0,2303.0,2024,온대,특수 차량,27641.0,Syros,29.17,휴양용 차량,SUV,SUV,
4022.0,US,2464.0,1816.0,1637.0,2496.0,1835.0,2689.0,2186.0,2237.0,1679.0,1515.0,2256.0,1607.0,2024,온대,특수 차량,24417.0,Tasman,29.17,휴양용 차량,SUV,SUV,
4023.0,US,2189.0,2491.0,1938.0,2096.0,2488.0,2553.0,2261.0,2296.0,2010.0,1848.0,1597.0,2102.0,2024,온대,특수 차량,25869.0,Tasman (CKD),29.17,휴양용 차량,SUV(CKD),SUV(CKD),
4024.0,US,2423.0,1812.0,1591.0,2167.0,2330.0,2551.0,2038.0,2442.0,1997.0,2054.0,2220.0,1963.0,2024,온대,특수 차량,25588.0,Telluride,29.17,승용차,SUV,SUV,
4025.0,US,1535.0,2428.0,1957.0,2244.0,2121.0,1655.0,1978.0,2109.0,2085.0,2297.0,1694.0,2369.0,2024,온대,특수 차량,24472.0,Zhipao,29.17,총합,SUV,SUV,
4092.0,Canada,393.0,712.0,523.0,647.0,582.0,986.0,982.0,724.0,700.0,636.0,503.0,679.0,2024,한랭,특수 차량,8067.0,Bongo,2.14,상업용 차량,상업용차,상업용차,
4093.0,Canada,360.0,419.0,798.0,678.0,535.0,515.0,1019.0,550.0,933.0,370.0,711.0,381.0,2024,한랭,특수 차량,7269.0,Bongo (CKD),2.14,상업용 차량,상업용차(CKD),상업용차(CKD),
4094.0,Canada,749.0,613.0,467.0,708.0,796.0,889.0,764.0,1021.0,913.0,348.0,580.0,436.0,2024,한랭,특수 차량,8284.0,Bongo / Frontier,2.14,상업용 차량,상업용차,상업용차,
4095.0,Canada,475.0,705.0,401.0,782.0,439.0,406.0,986.0,1028.0,1025.0,762.0,794.0,478.0,2024,한랭,특수 차량,8281.0,Bongo EV,2.14,상업용 차량,전기차,전기차,
4096.0,Canada,418.0,694.0,522.0,469.0,715.0,773.0,910.0,870.0,620.0,662.0,485.0,721.0,2024,한랭,특수 차량,7859.0,Bus,2.14,상업용 차량,상업용차,상업용차,
4097.0,Canada,363.0,569.0,733.0,658.0,331.0,970.0,701.0,978.0,587.0,709.0,617.0,647.0,2024,한랭,특수 차량,7863.0,Bus (CKD),2.14,상업용 차량,상업용차(CKD),상업용차(CKD),
4098.0,Canada,734.0,603.0,323.0,610.0,441.0,971.0,627.0,750.0,714.0,306.0,404.0,569.0,2024,한랭,특수 차량,7052.0,Carens MPV,2.14,승용차,미니밴,미니밴,
4099.0,Canada,426.0,649.0,360.0,635.0,613.0,716.0,570.0,965.0,843.0,666.0,468.0,719.0,2024,한랭,특수 차량,7630.0,Carens MPV EV,2.14,CKD(특수 차량),미니밴(전기차),미니밴(전기차),
4100.0,Canada,535.0,308.0,707.0,723.0,754.0,871.0,770.0,864.0,828.0,644.0,684.0,786.0,2024,한랭,특수 차량,8474.0,Carnival,2.14,승용차,미니밴,미니밴,
4101.0,Canada,317.0,536.0,508.0,550.0,306.0,451.0,492.0,664.0,880.0,442.0,759.0,474.0,2024,한랭,특수 차량,6379.0,Carnival (CKD),2.14,승용차,미니밴(CKD),미니밴(CKD),
4102.0,Canada,534.0,411.0,689.0,452.0,619.0,618.0,901.0,880.0,620.0,697.0,344.0,575.0,2024,한랭,특수 차량,7340.0,Carnival / Sedona,2.14,승용차,미니밴,미니밴,
4103.0,Canada,564.0,523.0,307.0,478.0,400.0,834.0,631.0,451.0,962.0,492.0,714.0,347.0,2024,한랭,특수 차량,6703.0,Cee'd,2.14,CKD(특수 차량),세단,세단,
4104.0,Canada,494.0,611.0,685.0,503.0,360.0,666.0,721.0,515.0,759.0,431.0,378.0,366.0,2024,한랭,특수 차량,6489.0,Cee'd CUV,2.14,CKD(특수 차량),SUV,SUV,
4105.0,Canada,475.0,743.0,685.0,571.0,531.0,907.0,972.0,926.0,618.0,343.0,761.0,328.0,2024,한랭,특수 차량,7860.0,EV2,2.14,휴양용 차량,전기차,전기차,
4106.0,Canada,641.0,757.0,448.0,677.0,433.0,775.0,568.0,1022.0,677.0,442.0,696.0,425.0,2024,한랭,특수 차량,7561.0,EV3,2.14,휴양용 차량,전기차,전기차,
4107.0,Canada,540.0,578.0,603.0,465.0,352.0,809.0,625.0,675.0,797.0,300.0,321.0,742.0,2024,한랭,특수 차량,6807.0,EV4,2.14,휴양용 차량,전기차,전기차,
