Model,Plant,Month,U.S.A,Canada,Mexico,Europe,Eastern Europe,Latin America,Middle East,Africa,Asia Pacific,India,China,Korea
K3,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416.0,0.0
K3,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0
K5,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0
KX1,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,634.0,0.0
KX3,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0
Zhipao,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0
Sportage,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.0,0.0
KX7,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0
Sonet,China Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,23-09,0.0,0.0,1770.0,0.0,0.0,106.0,59.0,0.0,0.0,0.0,0.0,0.0
Sonet,India Plants,23-09,0.0,0.0,0.0,0.0,0.0,1167.0,1713.0,989.0,143.0,4743.0,0.0,0.0
Seltos,India Plants,23-09,0.0,0.0,299.0,0.0,0.0,785.0,1134.0,467.0,97.0,11184.0,0.0,0.0
Carens,India Plants,23-09,0.0,0.0,0.0,0.0,0.0,439.0,463.0,71.0,91.0,4571.0,0.0,0.0
Carnival,India Plants,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,69.0,0.0,0.0,0.0
Pegas,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0
K3,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0
K5,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
K8,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,835.0,0.0,0.0,0.0
Stonic,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,678.0,0.0,0.0,0.0
Niro,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,490.0,0.0,176.0,0.0,174.0,0.0,0.0,0.0
Sorento,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,155.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0
Carnival,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,0.0,0.0,0.0
Bongo,CKD (excl. Russia),23-09,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,594.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-09,0.0,0.0,0.0,0.0,180.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,23-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Morning,Korean Plant,23-10,0.0,0.0,0.0,5035.0,355.0,2149.0,269.0,1201.0,897.0,0.0,0.0,0.0
Rio,Korean Plant,23-10,0.0,0.0,0.0,861.0,4.0,21.0,20.0,608.0,21.0,0.0,0.0,0.0
K3,Korean Plant,23-10,0.0,51.0,38.0,0.0,66.0,11.0,597.0,100.0,388.0,0.0,0.0,0.0
K5,Korean Plant,23-10,0.0,0.0,0.0,0.0,539.0,10.0,866.0,20.0,0.0,0.0,0.0,0.0
Stinger,Korean Plant,23-10,49.0,13.0,0.0,26.0,8.0,0.0,13.0,0.0,23.0,0.0,0.0,0.0
K8,Korean Plant,23-10,0.0,0.0,0.0,0.0,31.0,0.0,119.0,1.0,0.0,0.0,0.0,0.0
K9,Korean Plant,23-10,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonic,Korean Plant,23-10,0.0,0.0,0.0,4184.0,1133.0,132.0,126.0,130.0,691.0,0.0,0.0,0.0
Seltos,Korean Plant,23-10,4355.0,1938.0,0.0,0.0,287.0,364.0,85.0,0.0,819.0,0.0,0.0,0.0
Soul,Korean Plant,23-10,4192.0,391.0,204.0,0.0,24.0,172.0,0.0,0.0,1.0,0.0,0.0,0.0
Soul,Korean Plant,23-10,0.0,24.0,0.0,106.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0
Niro,Korean Plant,23-10,1622.0,264.0,141.0,2330.0,32.0,128.0,118.0,46.0,377.0,0.0,0.0,0.0
Niro,Korean Plant,23-10,786.0,590.0,0.0,3677.0,62.0,7.0,26.0,18.0,127.0,0.0,0.0,0.0
Niro,Korean Plant,23-10,0.0,0.0,0.0,0.0,0.0,0.0,214.0,1.0,40.0,0.0,0.0,0.0
Niro,Korean Plant,23-10,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0
EV6,Korean Plant,23-10,1542.0,330.0,0.0,2736.0,10.0,14.0,10.0,27.0,337.0,88.0,6.0,0.0
EV9,Korean Plant,23-10,0.0,0.0,0.0,731.0,0.0,0.0,5.0,1.0,61.0,0.0,0.0,0.0
Sportage,Korean Plant,23-10,4727.0,1993.0,726.0,0.0,1047.0,696.0,0.0,0.0,2082.0,0.0,0.0,0.0
Sorento,Korean Plant,23-10,1501.0,0.0,0.0,1992.0,338.0,170.0,497.0,138.0,769.0,0.0,0.0,0.0
Mohave / Borrego,Korean Plant,23-10,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,Korean Plant,23-10,3507.0,311.0,0.0,0.0,42.0,116.0,241.0,23.0,1302.0,0.0,0.0,0.0
Bongo,Korean Plant,23-10,0.0,0.0,0.0,0.0,236.0,971.0,2232.0,167.0,168.0,0.0,0.0,0.0
Bus,Korean Plant,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceed,Slovakia Plant,23-10,0.0,0.0,0.0,7191.0,495.0,4.0,6.0,21.0,1.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,23-10,0.0,0.0,0.0,3515.0,120.0,10.0,0.0,136.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,23-10,0.0,0.0,0.0,13957.0,568.0,441.0,1809.0,913.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,23-10,2544.0,163.0,3449.0,0.0,0.0,1031.0,287.0,172.0,0.0,0.0,0.0,0.0
K3,Mexico Plant,23-10,9393.0,1049.0,930.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,Russia Plant(incl. CKD Sales),23-10,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K3 (CKD),Russia Plant(incl. CKD Sales),23-10,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soul,Russia Plant(incl. CKD Sales),23-10,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,Russia Plant(incl. CKD Sales),23-10,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,Russia Plant(incl. CKD Sales),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,23-10,5200.0,51.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,23-10,6326.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,23-10,4887.0,336.0,186.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,23-10,8533.0,420.0,0.0,0.0,0.0,8.0,183.0,0.0,5.0,0.0,0.0,0.0
Pegas,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,2190.0,3003.0,94.0,173.0,0.0,127.0,0.0
K3,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.0,0.0
K3,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0
K5,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0
KX1,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,814.0,0.0
KX3,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0
Zhipao,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0
Sportage,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.0,0.0
KX7,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0
Sonet,China Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,23-10,0.0,0.0,1852.0,0.0,0.0,521.0,319.0,0.0,29.0,0.0,0.0,0.0
Sonet,India Plants,23-10,0.0,0.0,0.0,0.0,2.0,1379.0,913.0,525.0,133.0,7086.0,0.0,0.0
Seltos,India Plants,23-10,0.0,0.0,80.0,0.0,0.0,494.0,777.0,340.0,109.0,12238.0,0.0,0.0
Carens,India Plants,23-10,0.0,0.0,0.0,0.0,0.0,327.0,396.0,45.0,58.0,5440.0,0.0,0.0
Carnival,India Plants,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morning,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,62.0,0.0,0.0,0.0
Pegas,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0
K3,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0
K5,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0
K8,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,1064.0,0.0,0.0,0.0
Stonic,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,907.0,0.0,0.0,0.0
Niro,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,300.0,0.0,140.0,0.0,72.0,0.0,0.0,0.0
Sorento,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,86.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0
Carnival,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,0.0,0.0,0.0
Bongo,CKD (excl. Russia),23-10,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,580.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-10,0.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,23-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Morning,Korean Plant,23-11,0.0,0.0,0.0,3645.0,238.0,1662.0,663.0,876.0,671.0,0.0,0.0,0.0
Rio,Korean Plant,23-11,0.0,0.0,0.0,422.0,24.0,9.0,46.0,306.0,21.0,0.0,0.0,0.0
K3,Korean Plant,23-11,0.0,46.0,27.0,0.0,198.0,46.0,786.0,321.0,827.0,0.0,0.0,0.0
K5,Korean Plant,23-11,0.0,0.0,0.0,0.0,738.0,28.0,848.0,8.0,12.0,0.0,0.0,0.0
Stinger,Korean Plant,23-11,20.0,4.0,2.0,13.0,7.0,1.0,12.0,0.0,12.0,0.0,0.0,0.0
K8,Korean Plant,23-11,0.0,0.0,0.0,0.0,50.0,0.0,91.0,0.0,3.0,0.0,0.0,0.0
K9,Korean Plant,23-11,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonic,Korean Plant,23-11,0.0,0.0,0.0,4339.0,769.0,237.0,180.0,328.0,692.0,0.0,0.0,0.0
Seltos,Korean Plant,23-11,4214.0,1117.0,0.0,0.0,328.0,365.0,117.0,0.0,1079.0,0.0,0.0,0.0
Soul,Korean Plant,23-11,3601.0,152.0,148.0,0.0,27.0,203.0,0.0,0.0,3.0,0.0,0.0,0.0
Soul,Korean Plant,23-11,0.0,9.0,0.0,147.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korean Plant,23-11,1246.0,91.0,117.0,2818.0,6.0,141.0,96.0,58.0,225.0,0.0,0.0,0.0
Niro,Korean Plant,23-11,1120.0,470.0,0.0,3532.0,81.0,16.0,35.0,14.0,190.0,0.0,0.0,0.0
Niro,Korean Plant,23-11,0.0,0.0,0.0,0.0,0.0,0.0,233.0,1.0,12.0,0.0,0.0,0.0
Niro,Korean Plant,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
EV6,Korean Plant,23-11,1290.0,215.0,0.0,2383.0,10.0,26.0,13.0,27.0,432.0,50.0,6.0,0.0
EV9,Korean Plant,23-11,5.0,0.0,0.0,1197.0,0.0,5.0,5.0,0.0,112.0,0.0,0.0,0.0
Sportage,Korean Plant,23-11,4386.0,1363.0,662.0,0.0,608.0,576.0,0.0,0.0,1910.0,0.0,0.0,0.0
Sorento,Korean Plant,23-11,1519.0,1.0,0.0,1349.0,347.0,138.0,255.0,116.0,457.0,0.0,0.0,0.0
Mohave / Borrego,Korean Plant,23-11,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,Korean Plant,23-11,3404.0,393.0,0.0,0.0,52.0,99.0,202.0,10.0,994.0,0.0,0.0,0.0
Bongo,Korean Plant,23-11,0.0,0.0,0.0,0.0,481.0,993.0,1836.0,151.0,353.0,0.0,0.0,0.0
Bus,Korean Plant,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceed,Slovakia Plant,23-11,0.0,0.0,0.0,7574.0,403.0,1.0,0.0,31.0,23.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,23-11,0.0,0.0,0.0,3177.0,188.0,22.0,0.0,128.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,23-11,0.0,0.0,0.0,13249.0,686.0,498.0,2223.0,1007.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,23-11,1785.0,378.0,4126.0,0.0,0.0,1136.0,290.0,134.0,12.0,0.0,0.0,0.0
K3,Mexico Plant,23-11,9849.0,720.0,946.0,0.0,0.0,68.0,0.0,0.0,10.0,0.0,0.0,0.0
Rio,Russia Plant(incl. CKD Sales),23-11,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K3 (CKD),Russia Plant(incl. CKD Sales),23-11,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soul,Russia Plant(incl. CKD Sales),23-11,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,Russia Plant(incl. CKD Sales),23-11,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,Russia Plant(incl. CKD Sales),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K5,US Plant,23-11,5112.0,51.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,US Plant,23-11,6624.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorento,US Plant,23-11,5353.0,425.0,172.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
Telluride,US Plant,23-11,8810.0,388.0,0.0,0.0,0.0,2.0,202.0,0.0,2.0,0.0,0.0,0.0
Pegas,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,2418.0,1615.0,79.0,171.0,0.0,56.0,0.0
K3,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,0.0
K3,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,0.0
K5,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0
KX1,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,761.0,0.0
KX3,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,0.0
Zhipao,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0
Sportage,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,0.0
KX7,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
Sonet,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seltos,China Plants,23-11,0.0,0.0,1778.0,0.0,0.0,606.0,509.0,68.0,26.0,0.0,0.0,0.0
EV5,China Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0
Sonet,India Plants,23-11,0.0,0.0,0.0,0.0,0.0,1238.0,1537.0,1093.0,98.0,6715.0,0.0,0.0
Seltos,India Plants,23-11,0.0,0.0,42.0,0.0,0.0,336.0,504.0,423.0,98.0,10263.0,0.0,0.0
Carens,India Plants,23-11,0.0,0.0,0.0,0.0,0.0,197.0,387.0,45.0,59.0,4993.0,0.0,0.0
Carnival,India Plants,23-11,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,130.0,0.0,0.0,0.0
Morning,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,130.0,0.0,0.0,0.0
Pegas,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
K3,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0
K5,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
K8,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonet,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,1154.0,0.0,0.0,0.0
Stonic,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Seltos,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,0.0,0.0,0.0
Niro,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EV6,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sportage,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,400.0,0.0,143.0,0.0,112.0,0.0,0.0,0.0
Sorento,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,106.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carens,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0
Carnival,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0
Bongo,CKD (excl. Russia),23-11,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,780.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-11,0.0,0.0,0.0,0.0,80.0,11.0,0.0,2.0,8.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-11,0.0,0.0,0.0,0.0,0.0,13.0,0.0,50.0,0.0,0.0,0.0,0.0
Bongo,Special Vehicle,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millitary,Special Vehicle,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bus,Special Vehicle,23-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
Morning,Korean Plant,23-12,0.0,0.0,0.0,2566.0,228.0,2092.0,405.0,724.0,587.0,0.0,0.0,0.0
Rio,Korean Plant,23-12,0.0,0.0,0.0,307.0,4.0,102.0,5.0,163.0,3.0,0.0,0.0,0.0
K3,Korean Plant,23-12,0.0,20.0,34.0,0.0,171.0,14.0,660.0,222.0,682.0,0.0,0.0,0.0
K5,Korean Plant,23-12,0.0,0.0,0.0,0.0,445.0,14.0,830.0,11.0,13.0,0.0,0.0,0.0
Stinger,Korean Plant,23-12,11.0,8.0,0.0,24.0,1.0,0.0,15.0,0.0,13.0,0.0,0.0,0.0
K8,Korean Plant,23-12,0.0,0.0,0.0,0.0,37.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
K9,Korean Plant,23-12,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonic,Korean Plant,23-12,0.0,0.0,0.0,4032.0,960.0,194.0,75.0,269.0,465.0,0.0,0.0,0.0
Seltos,Korean Plant,23-12,4425.0,1259.0,0.0,0.0,309.0,243.0,30.0,0.0,677.0,0.0,0.0,0.0
Soul,Korean Plant,23-12,3399.0,142.0,162.0,0.0,27.0,269.0,0.0,0.0,3.0,0.0,0.0,0.0
Soul,Korean Plant,23-12,0.0,9.0,0.0,87.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Niro,Korean Plant,23-12,1272.0,67.0,111.0,2185.0,32.0,165.0,44.0,46.0,188.0,0.0,0.0,0.0
Niro,Korean Plant,23-12,1169.0,282.0,0.0,2139.0,68.0,17.0,9.0,41.0,147.0,0.0,0.0,0.0
Niro,Korean Plant,23-12,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,90.0,0.0,0.0,0.0
Niro,Korean Plant,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
EV6,Korean Plant,23-12,1249.0,216.0,8.0,1942.0,5.0,16.0,1.0,19.0,510.0,30.0,5.0,0.0
EV9,Korean Plant,23-12,1113.0,41.0,0.0,919.0,2.0,8.0,4.0,2.0,117.0,0.0,0.0,0.0
Sportage,Korean Plant,23-12,4208.0,1071.0,601.0,0.0,528.0,810.0,0.0,0.0,2040.0,0.0,0.0,0.0
Sorento,Korean Plant,23-12,1437.0,2.0,0.0,1098.0,248.0,127.0,980.0,125.0,538.0,0.0,0.0,0.0
Mohave / Borrego,Korean Plant,23-12,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carnival,Korean Plant,23-12,3603.0,292.0,0.0,0.0,51.0,80.0,182.0,123.0,1311.0,0.0,0.0,0.0
Bongo,Korean Plant,23-12,0.0,0.0,0.0,0.0,613.0,889.0,1549.0,144.0,185.0,0.0,0.0,0.0
Bus,Korean Plant,23-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceed,Slovakia Plant,23-12,0.0,0.0,0.0,5722.0,329.0,5.0,0.0,53.0,14.0,0.0,0.0,0.0
Ceed CUV,Slovakia Plant,23-12,0.0,0.0,0.0,2558.0,269.0,17.0,0.0,106.0,0.0,0.0,0.0,0.0
Sportage,Slovakia Plant,23-12,0.0,0.0,0.0,10679.0,963.0,582.0,1120.0,1179.0,0.0,0.0,0.0,0.0
Rio,Mexico Plant,23-12,1279.0,289.0,4160.0,0.0,0.0,1061.0,74.0,61.0,2.0,0.0,0.0,0.0
K3,Mexico Plant,23-12,9576.0,621.0,1012.0,0.0,0.0,156.0,0.0,0.0,2.0,0.0,0.0,0.0
